7Li jana cell
1, -5210, 62746.4245, 537.743900
2, -5149, 62735.0160, 537.646128
3, -4993, 62723.6076, 537.548357
4, -4837, 62712.1991, 537.450585
5, -4766, 62700.7907, 537.352813
6, -4785, 62689.3823, 537.255042
7, -4838, 62677.9738, 537.157270
8, -4857, 62666.5654, 537.059499
9, -4797, 62655.1569, 536.961727
10, -4666, 62643.7485, 536.863955
11, -4517, 62632.3401, 536.766184
12, -4407, 62620.9316, 536.668412
13, -4369, 62609.5232, 536.570640
14, -4433, 62598.1147, 536.472869
15, -4615, 62586.7063, 536.375097
16, -4870, 62575.2979, 536.277326
17, -5055, 62563.8894, 536.179554
18, -5033, 62552.4810, 536.081782
19, -4817, 62541.0725, 535.984011
20, -4588, 62529.6641, 535.886239
21, -4519, 62518.2557, 535.788468
22, -4604, 62506.8472, 535.690696
23, -4684, 62495.4388, 535.592924
24, -4636, 62484.0303, 535.495153
25, -4499, 62472.6219, 535.397381
26, -4384, 62461.2135, 535.299609
27, -4326, 62449.8050, 535.201838
28, -4264, 62438.3966, 535.104066
29, -4193, 62426.9881, 535.006295
30, -4205, 62415.5797, 534.908523
31, -4329, 62404.1713, 534.810751
32, -4413, 62392.7628, 534.712980
33, -4310, 62381.3544, 534.615208
34, -4144, 62369.9459, 534.517437
35, -4226, 62358.5375, 534.419665
36, -4635, 62347.1291, 534.321893
37, -5066, 62335.7206, 534.224122
38, -5187, 62324.3122, 534.126350
39, -5031, 62312.9037, 534.028578
40, -4877, 62301.4953, 533.930807
41, -4837, 62290.0868, 533.833035
42, -4788, 62278.6784, 533.735264
43, -4663, 62267.2700, 533.637492
44, -4569, 62255.8615, 533.539720
45, -4569, 62244.4531, 533.441949
46, -4548, 62233.0446, 533.344177
47, -4426, 62221.6362, 533.246405
48, -4335, 62210.2278, 533.148634
49, -4437, 62198.8193, 533.050862
50, -4677, 62187.4109, 532.953091
51, -4876, 62176.0024, 532.855319
52, -4988, 62164.5940, 532.757547
53, -5105, 62153.1856, 532.659776
54, -5258, 62141.7771, 532.562004
55, -5370, 62130.3687, 532.464233
56, -5400, 62118.9602, 532.366461
57, -5382, 62107.5518, 532.268689
58, -5297, 62096.1434, 532.170918
59, -5050, 62084.7349, 532.073146
60, -4622, 62073.3265, 531.975374
61, -4144, 62061.9180, 531.877603
62, -3766, 62050.5096, 531.779831
63, -3550, 62039.1012, 531.682060
64, -3513, 62027.6927, 531.584288
65, -3658, 62016.2843, 531.486516
66, -3890, 62004.8758, 531.388745
67, -4033, 61993.4674, 531.290973
68, -4009, 61982.0590, 531.193202
69, -3957, 61970.6505, 531.095430
70, -4063, 61959.2421, 530.997658
71, -4335, 61947.8336, 530.899887
72, -4630, 61936.4252, 530.802115
73, -4832, 61925.0167, 530.704343
