time/s	Ewe/V	
3.708499616233187E+004	9.1866545E-002
3.708534696233249E+004	1.0198607E-001
3.708600576233375E+004	1.1214378E-001
3.708604196233372E+004	1.0053497E-001
3.708606736233382E+004	8.9785360E-002
3.708619276233402E+004	9.9847600E-002
3.708699856233550E+004	1.0989075E-001
3.708713376233581E+004	9.5818885E-002
3.708767776233680E+004	1.0693127E-001
3.708793856233731E+004	9.6849933E-002
3.708816996233771E+004	1.0695036E-001
3.708820256233774E+004	9.6372597E-002
3.708846996233822E+004	1.0654940E-001
3.708883096233895E+004	9.6468061E-002
3.709081036234263E+004	1.0651121E-001
3.709087356234272E+004	9.6143477E-002
3.709091196234280E+004	1.0616753E-001
3.709140896234370E+004	9.5857069E-002
3.709206356234499E+004	1.0639665E-001
3.709247836234572E+004	9.6277125E-002
3.709434196234914E+004	1.0630118E-001
3.709461556234967E+004	9.5818885E-002
3.709526756235096E+004	1.0622481E-001
3.709568416235171E+004	9.5456108E-002
3.709610896235250E+004	1.0630118E-001
3.709675316235377E+004	9.5914349E-002
3.709773076235558E+004	1.0591932E-001
3.709782196235575E+004	9.2725746E-002
3.709849096235691E+004	1.0450640E-001
3.709889076235771E+004	9.2114754E-002
3.709914296235808E+004	1.0211972E-001
3.709995956235961E+004	8.9575328E-002
3.710009316235990E+004	9.9694856E-002
3.710103476236167E+004	8.9613520E-002
3.710131456236215E+004	1.0001944E-001
3.710182516236318E+004	1.1059721E-001
3.710209716236370E+004	9.1045529E-002
3.710230256236403E+004	1.0152782E-001
3.710316596236569E+004	9.0300880E-002
3.710369776236662E+004	1.0049678E-001
3.710423476236762E+004	8.9250743E-002
3.710458956236835E+004	9.9752136E-002
3.710482396236877E+004	1.9119063E-001
3.710482416236876E+004	1.2203418E-001
3.710482456236877E+004	1.0641574E-001
3.710530356236966E+004	8.9861728E-002
3.710555976237007E+004	1.0034403E-001
3.710637236237165E+004	9.0339065E-002
3.710650076237187E+004	1.0053497E-001
3.710712096237308E+004	1.1057811E-001
3.710722196237324E+004	1.0049678E-001
3.710862436237582E+004	9.0472721E-002
3.710896436237649E+004	1.0070681E-001
3.711064776237961E+004	8.8658847E-002
3.711107076238046E+004	9.8797463E-002
3.711250956238306E+004	1.0912701E-001
3.711278516238355E+004	9.2668466E-002
3.711314936238428E+004	1.0376175E-001
3.711386236238561E+004	9.3604043E-002
3.711413196238608E+004	1.0368538E-001
3.711505436238786E+004	9.3470395E-002
3.711525436238825E+004	1.0372357E-001
3.711706056239153E+004	9.2038386E-002
3.711718996239174E+004	1.0240612E-001
3.711812936239361E+004	9.2019290E-002
3.711830956239387E+004	1.0252068E-001
3.711919996239553E+004	9.2458442E-002
3.711959256239620E+004	1.0274980E-001
3.712053356239793E+004	9.2534810E-002
3.712066296239826E+004	1.0253978E-001
3.712107456239904E+004	9.2152946E-002
3.712110436239908E+004	1.0217700E-001
3.712122476239922E+004	9.2076570E-002
3.712188436240051E+004	1.0221519E-001
3.712190296240052E+004	9.0950057E-002
3.712278716240218E+004	1.0148963E-001
3.712347336240351E+004	9.0625472E-002
3.712354856240365E+004	1.0108867E-001
3.712454296240545E+004	9.0663657E-002
3.712518316240667E+004	1.0074499E-001
3.712561116240744E+004	9.0205416E-002
3.712603396240820E+004	1.0045859E-001
3.712668436240946E+004	9.0186320E-002
3.712682896240969E+004	1.0032494E-001
3.712767096241133E+004	1.1118910E-001
3.712774836241140E+004	9.8988399E-002
3.712817736241221E+004	1.0918429E-001
3.712857796241295E+004	9.8969303E-002
3.712986236241541E+004	1.0966163E-001
3.712988616241538E+004	9.2420250E-002
3.713007056241584E+004	1.0255887E-001
3.713095556241740E+004	9.2343882E-002
3.713108016241761E+004	1.0301711E-001
3.713202376241944E+004	9.1885634E-002
3.713230496241999E+004	1.0246340E-001
3.713523016242543E+004	9.0988241E-002
3.713549056242581E+004	1.0137507E-001
3.713720396242902E+004	1.1151370E-001
3.713736776242935E+004	9.5207892E-002
3.713812396243075E+004	1.0528923E-001
3.713843656243139E+004	9.1580138E-002
3.713881616243206E+004	1.0189060E-001
3.713937476243310E+004	1.1216287E-001
3.713950536243338E+004	9.3546763E-002
3.714015256243451E+004	1.0376175E-001
3.714057416243535E+004	9.1503769E-002
3.714084936243587E+004	1.0200516E-001
3.714164296243724E+004	9.2000194E-002
3.714195136243780E+004	1.0250159E-001
3.714271196243924E+004	9.2496626E-002
3.714284416243952E+004	1.0257796E-001
3.714485616244335E+004	9.2076570E-002
3.714512656244379E+004	1.0232975E-001
3.714546776244440E+004	9.2267506E-002
3.714547676244444E+004	1.0271162E-001
3.714549956244451E+004	9.2000194E-002
3.714553736244456E+004	1.0238703E-001
3.714663576244656E+004	1.1279295E-001
3.714686096244701E+004	1.0240612E-001
3.714715156244754E+004	9.2305690E-002
3.714749296244822E+004	1.0309348E-001
3.714912476245126E+004	9.2362970E-002
3.714993676245282E+004	1.0324623E-001
3.715019356245326E+004	9.2668466E-002
3.715043836245377E+004	1.0294074E-001
3.715126396245521E+004	9.2878498E-002
3.715161156245589E+004	1.0305530E-001
3.715233236245727E+004	9.2573002E-002
3.715241156245733E+004	1.0318895E-001
3.715339996245923E+004	9.1942914E-002
3.715357416245957E+004	1.0252068E-001
3.715396756246022E+004	9.2420250E-002
3.715406396246050E+004	1.0271162E-001
3.715446876246118E+004	9.1236457E-002
3.715488396246196E+004	1.0160420E-001
3.715553756246320E+004	9.0453625E-002
3.715581956246379E+004	1.0085955E-001
3.715667656246532E+004	9.0186320E-002
3.715701176246590E+004	1.0053497E-001
3.715874396246916E+004	9.0205416E-002
3.715894236246956E+004	1.0045859E-001
3.715981276247124E+004	9.0281785E-002
3.716015816247184E+004	1.0028675E-001
3.716086556247307E+004	9.0186320E-002
3.716101116247335E+004	1.0030584E-001
3.716195036247512E+004	8.9804448E-002
3.716227496247576E+004	9.9828504E-002
3.716232556247583E+004	8.8162415E-002
3.716242296247603E+004	9.8358311E-002
3.716408796247910E+004	8.8047855E-002
3.716477096248034E+004	9.8281942E-002
3.716515676248114E+004	8.6864062E-002
3.716593396248255E+004	9.7021773E-002
3.716638316248343E+004	8.6864062E-002
3.716658536248375E+004	9.6945398E-002
3.716740676248533E+004	8.6615846E-002
3.716773756248597E+004	9.7594574E-002
3.716836336248714E+004	8.6348541E-002
3.716847996248736E+004	9.6601717E-002
3.716975376248975E+004	1.0704583E-001
3.716992916249007E+004	9.6964493E-002
3.717014536249038E+004	1.0710311E-001
3.717028636249062E+004	9.7021773E-002
3.717050096249109E+004	8.5947573E-002
3.717059596249124E+004	9.6296221E-002
3.717079816249164E+004	1.0658759E-001
3.717102776249201E+004	9.6582621E-002
3.717239036249463E+004	1.0698855E-001
3.717263836249500E+004	9.0033576E-002
3.717309476249584E+004	1.0019128E-001
3.717584496250097E+004	8.9823544E-002
3.717597996250133E+004	9.9847600E-002
3.717691376250307E+004	8.9441679E-002
3.717759656250430E+004	1.0015310E-001
3.717911196250713E+004	8.9804448E-002
3.717943376250770E+004	9.9866696E-002
3.718012016250903E+004	8.9460768E-002
3.718042736250954E+004	9.9503919E-002
3.718135016251123E+004	8.8983431E-002
3.718155936251167E+004	1.0017219E-001
3.718225776251299E+004	8.8525191E-002
3.718296516251433E+004	9.9561200E-002
3.718337576251506E+004	8.9174367E-002
3.718369136251564E+004	9.9332079E-002
3.718404756251635E+004	1.0952798E-001
3.718412896251652E+004	9.9293888E-002
3.718429976251675E+004	1.1019625E-001
3.718430836251679E+004	9.9179327E-002
3.718458756251726E+004	8.7742358E-002
3.718499616251813E+004	9.8243751E-002
3.718515756251838E+004	1.0863058E-001
3.718518596251844E+004	9.7518198E-002
3.718536236251879E+004	1.0775229E-001
3.718546416251897E+004	9.3470395E-002
3.718595356251980E+004	1.0378085E-001
3.718633556252054E+004	9.3756795E-002
3.718643676252081E+004	1.0464005E-001
3.718653296252096E+004	9.1351017E-002
3.718824636252419E+004	1.0147054E-001
3.718867056252493E+004	8.9938104E-002
3.719142136253009E+004	1.0074499E-001
3.719195496253099E+004	9.0510912E-002
3.719655316253961E+004	1.0059225E-001
3.719721856254082E+004	8.9537144E-002
3.719791736254212E+004	9.9733040E-002
3.719805476254245E+004	8.9708984E-002
3.719853696254327E+004	9.9713944E-002
3.719956656254521E+004	8.9594424E-002
3.719997116254596E+004	1.0007672E-001
3.720042736254679E+004	8.8181511E-002
3.720065896254720E+004	9.8224662E-002
3.720149656254888E+004	8.7799639E-002
3.720194136254964E+004	9.8778367E-002
3.720256596255081E+004	8.8773407E-002
3.720284036255133E+004	1.0024856E-001
3.720370836255292E+004	9.0205416E-002
3.720505696255539E+004	1.0063043E-001
3.720577136255673E+004	8.8467911E-002
3.720630036255775E+004	9.8568343E-002
3.720791616256069E+004	8.7914199E-002
3.720802036256093E+004	9.8129191E-002
3.720981276256437E+004	1.0842056E-001
3.720992256256455E+004	9.8396502E-002
3.721005296256475E+004	8.8391535E-002
3.721037456256535E+004	9.8835647E-002
3.721044196256547E+004	8.8544287E-002
3.721067456256587E+004	9.8950207E-002
3.721102536256658E+004	8.8926151E-002
3.721131116256712E+004	9.9007487E-002
3.721133916256716E+004	8.6291261E-002
3.721179776256805E+004	9.7995535E-002
3.721218436256872E+004	8.6787686E-002
3.721301676257025E+004	9.7957350E-002
3.721345276257105E+004	8.7952390E-002
3.721385456257185E+004	9.8682903E-002
3.721421556257253E+004	8.8276975E-002
3.721459696257324E+004	9.9370264E-002
3.721544916257482E+004	8.9308023E-002
3.721559956257511E+004	9.9312983E-002
3.721646036257665E+004	8.9174367E-002
3.721673316257715E+004	9.9828504E-002
3.721774596257914E+004	8.9804448E-002
3.721814596257976E+004	1.0021038E-001
3.722064336258441E+004	1.1021534E-001
3.722073476258462E+004	9.0644561E-002
3.722106476258521E+004	1.0120323E-001
3.722180356258666E+004	9.1179177E-002
3.722217856258736E+004	1.0126051E-001
3.722305056258895E+004	1.1178100E-001
3.722324136258930E+004	1.0175695E-001
3.722370956259011E+004	9.1312833E-002
3.722387116259054E+004	1.0133689E-001
3.722500396259266E+004	1.1136094E-001
3.722506536259269E+004	1.0124142E-001
3.722532496259321E+004	1.1191466E-001
3.722545636259345E+004	1.0181423E-001
3.722584116259415E+004	1.1197194E-001
3.722639816259523E+004	1.0116505E-001
3.722767136259761E+004	1.1122729E-001
3.722772996259772E+004	1.0022947E-001
3.722797536259808E+004	1.1048265E-001
3.722857776259922E+004	9.8988399E-002
3.722888496259972E+004	1.0899336E-001
3.723000936260191E+004	9.7460918E-002
3.723020456260222E+004	1.0805778E-001
3.723047636260277E+004	9.7804606E-002
3.723064676260308E+004	1.0864968E-001
3.723235136260626E+004	9.8396502E-002
3.723252836260654E+004	1.0845874E-001
3.723469656261068E+004	9.8110095E-002
3.723473656261072E+004	1.0811506E-001
3.723480816261086E+004	9.7632758E-002
3.723495716261116E+004	1.0763773E-001
3.723925896261912E+004	9.4959684E-002
3.723932536261925E+004	1.0506011E-001
3.723936176261934E+004	9.3814075E-002
3.723956596261973E+004	1.0406725E-001
3.724032816262110E+004	9.3604043E-002
3.724055976262153E+004	1.0400997E-001
3.724073836262195E+004	9.3794979E-002
3.724089296262211E+004	1.0379995E-001
3.724139676262310E+004	9.2859402E-002
3.724330276262667E+004	1.0307439E-001
3.724353416262707E+004	8.9804448E-002
3.724387276262778E+004	9.9981256E-002
3.724454376262898E+004	1.1061630E-001
3.724460276262905E+004	9.9580295E-002
3.724464356262912E+004	8.9518048E-002
3.724491356262972E+004	9.9866696E-002
3.724511716263005E+004	1.0994803E-001
3.724517516263016E+004	9.9293888E-002
3.724526056263025E+004	1.0952798E-001
3.724533296263049E+004	9.9351175E-002
3.724595596263162E+004	8.8334255E-002
3.724618716263212E+004	9.8434687E-002
3.724659776263285E+004	1.0866877E-001
3.724674056263303E+004	9.3183987E-002
3.724702876263356E+004	1.0341807E-001
3.724716876263387E+004	9.3260363E-002
3.724725796263406E+004	1.0381903E-001
3.724780936263507E+004	9.1599233E-002
3.724855156263645E+004	1.0169967E-001
3.724887896263713E+004	9.1618329E-002
3.724972316263866E+004	1.0211972E-001
3.725001376263914E+004	9.2095666E-002
3.725101336264098E+004	1.0232975E-001
3.725101576264107E+004	9.0587281E-002
3.725143996264180E+004	1.0078318E-001
3.725208496264298E+004	8.9460768E-002
3.725265896264405E+004	9.9713944E-002
3.725273436264423E+004	8.9613520E-002
3.725339456264544E+004	9.9656664E-002
3.725388556264632E+004	8.9231648E-002
3.725415436264686E+004	9.9446639E-002
3.725422216264706E+004	8.8735215E-002
3.725482756264810E+004	9.8988399E-002
3.725541476264928E+004	8.8945247E-002
3.725576456264989E+004	9.9141143E-002
3.725607796265044E+004	8.8582471E-002
3.725622016265069E+004	9.8797463E-002
3.725636876265099E+004	8.8410631E-002
3.725673836265175E+004	9.8759279E-002
3.725742856265302E+004	8.6520381E-002
3.725856976265518E+004	9.6639901E-002
3.725910936265611E+004	1.0708401E-001
3.725954236265691E+004	9.6372597E-002
3.725995056265767E+004	1.0639665E-001
3.726007076265800E+004	9.6048005E-002
3.726026496265829E+004	1.0740861E-001
3.726063496265886E+004	9.4711468E-002
3.726144116266047E+004	1.0488827E-001
3.726160176266074E+004	9.4711468E-002
3.726241236266226E+004	1.0506011E-001
3.726269116266280E+004	9.4845116E-002
3.726276856266288E+004	1.0540380E-001
3.726277296266297E+004	9.2573002E-002
3.726326516266388E+004	1.0257796E-001
3.726429316266575E+004	9.1866545E-002
3.726448256266606E+004	1.0190969E-001
3.726503116266719E+004	9.1732889E-002
3.726525576266763E+004	1.0219610E-001
3.726567296266835E+004	9.2133850E-002
3.726596216266882E+004	1.0229156E-001
3.726597916266893E+004	9.1293737E-002
3.726629256266949E+004	1.0185241E-001
3.726719036267116E+004	9.1102809E-002
3.726767256267212E+004	1.0219610E-001
3.726812316267286E+004	9.1962010E-002
3.726861336267387E+004	1.0221519E-001
3.726918556267489E+004	9.0682752E-002
3.727007256267651E+004	1.0080227E-001
3.727037876267718E+004	9.0797313E-002
3.727076376267779E+004	1.0194788E-001
3.727132336267887E+004	9.1942914E-002
3.727188376267994E+004	1.0200516E-001
3.727239336268080E+004	9.1140993E-002
3.727244356268097E+004	1.0143235E-001
3.727248856268110E+004	9.1389209E-002
3.727256336268125E+004	1.0150873E-001
3.727350396268300E+004	9.1351017E-002
3.727373996268341E+004	1.0187151E-001
3.727415976268414E+004	9.1866545E-002
3.727423596268427E+004	1.0210063E-001
3.727462456268503E+004	9.1942914E-002
3.727480796268536E+004	1.0223428E-001
3.727514456268595E+004	1.1223924E-001
3.727555776268675E+004	1.0219610E-001
3.727667436268879E+004	9.2152946E-002
3.727699576268950E+004	1.0276890E-001
3.727779616269097E+004	9.2267506E-002
3.727810836269148E+004	1.0274980E-001
3.727920656269358E+004	9.2744842E-002
3.727928836269374E+004	1.0276890E-001
3.727987356269476E+004	8.8525191E-002
3.728077696269646E+004	9.8530151E-002
3.728308056270075E+004	8.8143319E-002
3.728329896270111E+004	9.8243751E-002
3.728370976270188E+004	1.0834418E-001
3.728385956270220E+004	9.8167375E-002
3.728401876270247E+004	1.0861149E-001
3.728403976270260E+004	9.8396502E-002
3.728564076270556E+004	8.8162415E-002
3.728584216270584E+004	9.9675760E-002
3.728614156270650E+004	1.0968072E-001
3.728617116270657E+004	9.9198423E-002
3.728743336270888E+004	8.9117087E-002
3.728772156270943E+004	9.9465735E-002
3.728800436271002E+004	1.0975710E-001
3.728842396271066E+004	9.4883308E-002
3.728971476271316E+004	8.4801972E-002
3.729011436271388E+004	9.4845116E-002
3.729106356271566E+004	1.0509830E-001
3.729163036271674E+004	9.3031242E-002
3.729198476271733E+004	1.0326533E-001
3.729270396271866E+004	9.3164898E-002
3.729344516272015E+004	1.0328442E-001
3.729376936272065E+004	9.2859402E-002
3.729419696272153E+004	1.0303620E-001
3.729483696272259E+004	9.2458442E-002
3.729573716272437E+004	1.0294074E-001
3.729590576272469E+004	9.2038386E-002
3.729642376272567E+004	1.0227247E-001
3.729697496272658E+004	9.2210226E-002
3.729737776272744E+004	1.0238703E-001
3.729911236273067E+004	9.1351017E-002
3.729920756273082E+004	1.0141326E-001
3.729926296273083E+004	9.1255553E-002
3.729950836273137E+004	1.0154692E-001
3.730012856273260E+004	9.1541953E-002
3.730071036273357E+004	1.0225338E-001
3.730124976273462E+004	9.1828354E-002
3.730164896273537E+004	1.0198607E-001
3.730231856273662E+004	8.7818734E-002
3.730262996273721E+004	9.7842790E-002
3.730291816273770E+004	1.0788594E-001
3.730311936273810E+004	9.7785510E-002
3.730535896274226E+004	1.0893608E-001
3.730539956274233E+004	9.8644711E-002
3.730553016274259E+004	8.8066950E-002
3.730561496274278E+004	9.8129191E-002
3.730640376274416E+004	1.0826781E-001
3.730647136274434E+004	9.7308174E-002
3.730720096274570E+004	1.0784775E-001
3.730722956274578E+004	9.7823694E-002
3.730838516274781E+004	1.0798141E-001
3.730873136274860E+004	9.4425067E-002
3.730969816275034E+004	1.0595750E-001
3.730980016275053E+004	9.1580138E-002
3.731027336275145E+004	1.0206244E-001
3.731057316275197E+004	9.1732889E-002
3.731073756275233E+004	1.0190969E-001
3.731090156275255E+004	9.1828354E-002
3.731113236275304E+004	1.0211972E-001
3.731193776275459E+004	9.0854593E-002
3.731225316275517E+004	1.0169967E-001
3.731296376275644E+004	1.1206740E-001
3.731300656275649E+004	9.9312983E-002
3.731357516275760E+004	1.0950888E-001
3.731407536275848E+004	9.2515722E-002
3.731469176275964E+004	1.0290255E-001
3.731521156276058E+004	9.2802122E-002
3.731589296276181E+004	1.0326533E-001
3.731621296276245E+004	8.8028759E-002
3.731656556276314E+004	9.8969303E-002
3.731713716276415E+004	1.0954707E-001
3.731717576276427E+004	9.9523015E-002
3.731740356276464E+004	8.9498959E-002
3.731763796276506E+004	1.0034403E-001
3.731835116276646E+004	9.0300880E-002
3.731864796276705E+004	1.0379995E-001
3.731867796276708E+004	9.3451299E-002
3.731877636276721E+004	1.0349445E-001
3.731941936276841E+004	8.7914199E-002
3.731989396276930E+004	9.8301031E-002
3.732045956277032E+004	1.0891698E-001
3.732048816277050E+004	9.5265172E-002
3.732156056277244E+004	8.5222028E-002
3.732181736277294E+004	9.5570669E-002
3.732225196277373E+004	1.0607206E-001
3.732237116277401E+004	9.5647044E-002
3.732253096277430E+004	1.0580476E-001
3.732262576277443E+004	9.3909539E-002
3.732310076277528E+004	1.0400997E-001
3.732369516277649E+004	9.3355834E-002
3.732430336277757E+004	1.0347535E-001
3.732446416277788E+004	9.3241267E-002
3.732460936277811E+004	1.0379995E-001
3.732476396277838E+004	9.2878498E-002
3.732513476277911E+004	1.0494555E-001
3.732535356277949E+004	9.4883308E-002
3.732552716277981E+004	1.0507920E-001
3.732583236278043E+004	9.1503769E-002
3.732661476278189E+004	1.0152782E-001
3.732672636278205E+004	9.1522858E-002
3.732694016278244E+004	1.0160420E-001
3.732699616278263E+004	9.1389209E-002
3.732721616278298E+004	1.0143235E-001
3.732796996278432E+004	8.8143319E-002
3.732831656278502E+004	9.8339222E-002
3.732915696278663E+004	8.8162415E-002
3.732943656278716E+004	9.8950207E-002
3.733010776278831E+004	8.7341398E-002
3.733050116278906E+004	9.7900070E-002
3.733110976279021E+004	1.0807687E-001
3.733117636279034E+004	9.1217369E-002
3.733158976279116E+004	1.0171876E-001
3.733280096279336E+004	1.1260202E-001
3.733287076279358E+004	1.0252068E-001
3.733339136279450E+004	9.2477530E-002
3.733364156279498E+004	1.0282618E-001
3.733438276279635E+004	9.1465577E-002
3.733475236279704E+004	1.0177604E-001
3.733494136279737E+004	9.0300880E-002
3.733518096279784E+004	1.0053497E-001
3.733545156279823E+004	9.0167224E-002
3.733562256279867E+004	1.0055406E-001
3.733647336280026E+004	1.1094089E-001
3.733652036280028E+004	9.3355834E-002
3.733684296280087E+004	1.0376175E-001
3.733758916280232E+004	9.0186320E-002
3.733784056280280E+004	1.0078318E-001
3.733861516280426E+004	1.1094089E-001
3.733865796280431E+004	9.1694705E-002
3.733892496280477E+004	1.0192879E-001
3.733972696280625E+004	9.1866545E-002
3.734049916280771E+004	1.0253978E-001
3.734079556280829E+004	8.7952390E-002
3.734118676280905E+004	9.8301031E-002
3.734254876281158E+004	1.0830600E-001
3.734293316281226E+004	9.3298554E-002
3.734324396281282E+004	1.0410544E-001
3.734329216281290E+004	9.3928635E-002
3.734344956281324E+004	1.0637756E-001
3.734400196281425E+004	8.8334255E-002
3.734434576281486E+004	9.9389359E-002
3.734613976281823E+004	8.7971479E-002
3.734657276281901E+004	9.8339222E-002
3.734716876282013E+004	1.0887880E-001
3.734720836282021E+004	9.4195940E-002
3.734762516282099E+004	1.0477371E-001
3.734772176282119E+004	9.4711468E-002
3.734811496282194E+004	1.0485008E-001
3.734827716282218E+004	9.1522858E-002
3.734850536282267E+004	1.0190969E-001
3.734934716282424E+004	9.1732889E-002
3.734967756282480E+004	1.0187151E-001
3.735036736282609E+004	1.1281205E-001
3.735041496282624E+004	9.6105285E-002
3.735102856282727E+004	1.0632028E-001
3.735148376282817E+004	9.4615996E-002
3.735189016282896E+004	1.0479280E-001
3.735255256283015E+004	9.2515722E-002
3.735293156283093E+004	1.0311258E-001
3.735362116283222E+004	9.2114754E-002
3.735391056283267E+004	1.0227247E-001
3.735433636283345E+004	1.1233471E-001
3.735440176283359E+004	1.0196697E-001
3.735469016283413E+004	8.8162415E-002
3.735525256283523E+004	9.8625623E-002
3.735575896283612E+004	8.8009670E-002
3.735618276283692E+004	9.8129191E-002
3.735653656283754E+004	1.0836328E-001
3.735682756283809E+004	9.5990725E-002
3.735682776283810E+004	8.5031092E-002
3.735720656283887E+004	9.5417924E-002
3.735857896284136E+004	1.0561382E-001
3.735877916284173E+004	9.5437013E-002
3.735893976284203E+004	1.0574748E-001
3.735896536284214E+004	8.8983431E-002
3.735933436284272E+004	9.9083863E-002
3.735971836284350E+004	1.0956616E-001
3.736003396284406E+004	9.8377407E-002
3.736003536284408E+004	8.8257879E-002
3.736032216284471E+004	9.9217519E-002
3.736062276284525E+004	1.1011987E-001
3.736073676284542E+004	1.0009582E-001
3.736110296284605E+004	8.8639751E-002
3.736126336284634E+004	9.9293888E-002
3.736183116284746E+004	1.0998622E-001
3.736198376284773E+004	9.9503919E-002
3.736217176284814E+004	8.8162415E-002
3.736254456284875E+004	9.8453782E-002
3.736324076285004E+004	8.6692221E-002
3.736361576285074E+004	9.6773557E-002
3.736430936285207E+004	8.6329445E-002
3.736442676285224E+004	9.6639901E-002
3.736537816285412E+004	8.5164748E-002
3.736568136285467E+004	9.5207892E-002
3.736594836285512E+004	1.0588112E-001
3.736604816285532E+004	9.5627949E-002
3.736631396285584E+004	1.0574748E-001
3.736644696285611E+004	8.8028759E-002
3.736685996285680E+004	9.8243751E-002
3.736855456286004E+004	1.0851602E-001
3.736858456285996E+004	9.5589764E-002
3.736909256286093E+004	1.0561382E-001
3.736911216286104E+004	9.5074244E-002
3.736961156286194E+004	1.0521286E-001
3.736965336286195E+004	9.5074244E-002
3.736976276286214E+004	8.5031092E-002
3.736993276286253E+004	9.5131524E-002
3.737065756286390E+004	1.0773319E-001
3.737067276286398E+004	9.7651854E-002
3.737082796286418E+004	8.7169558E-002
3.737095356286439E+004	9.7289078E-002
3.737147056286538E+004	1.0735133E-001
3.737179096286604E+004	8.9441679E-002
3.737233496286697E+004	9.9713944E-002
3.737285996286798E+004	8.7952390E-002
3.737297196286824E+004	9.8091006E-002
3.737408776287024E+004	8.8047855E-002
3.737427696287062E+004	9.8434687E-002
3.737499736287200E+004	8.6959526E-002
3.737535836287262E+004	9.7040862E-002
3.737578716287343E+004	1.0723677E-001
3.737606616287398E+004	9.6964493E-002
3.737613036287413E+004	8.6634941E-002
3.737627016287431E+004	9.6811742E-002
3.737721096287607E+004	8.6444005E-002
3.737744236287655E+004	9.7174518E-002
3.737820416287787E+004	8.5833013E-002
3.737843276287836E+004	9.6830837E-002
3.737891716287925E+004	1.0710311E-001
3.737927276287996E+004	9.4558716E-002
3.737991496288119E+004	1.0479280E-001
3.738034156288195E+004	8.9174367E-002
3.738092576288301E+004	9.9675760E-002
3.738141036288389E+004	8.9575328E-002
3.738150676288409E+004	9.9637575E-002
3.738164616288431E+004	8.9422584E-002
3.738192676288483E+004	9.9523015E-002
3.738247916288592E+004	8.7513238E-002
3.738293556288676E+004	9.8663807E-002
3.738354816288792E+004	8.7207742E-002
3.738375896288827E+004	9.7480014E-002
3.738461816288991E+004	8.7475054E-002
3.738513916289085E+004	9.7594574E-002
3.738547536289145E+004	1.0784775E-001
3.738564456289177E+004	9.6124381E-002
3.738568556289189E+004	8.3560899E-002
3.738577036289201E+004	9.3947731E-002
3.738624236289291E+004	1.0404816E-001
3.738627136289293E+004	9.3374923E-002
3.738634236289305E+004	1.0337989E-001
3.738675416289395E+004	9.2229322E-002
3.738757816289537E+004	1.0259706E-001
3.738782316289586E+004	8.9938104E-002
3.738831916289683E+004	1.0017219E-001
3.738889196289785E+004	8.5890293E-002
3.738906316289824E+004	9.6544437E-002
3.738959576289915E+004	1.0662577E-001
3.738996056289983E+004	9.5933445E-002
3.738996516289990E+004	8.5183837E-002
3.739031536290050E+004	9.5322452E-002
3.739082616290147E+004	1.0544198E-001
3.739102956290182E+004	8.8639751E-002
3.739156376290286E+004	9.8721087E-002
3.739209856290388E+004	8.6673126E-002
3.739221416290407E+004	9.7193614E-002
3.739325876290601E+004	8.6864062E-002
3.739347896290640E+004	9.7365454E-002
3.739410976290755E+004	1.0738951E-001
3.739423596290778E+004	8.8410631E-002
3.739494096290914E+004	9.9312983E-002
3.739537176290998E+004	8.9021623E-002
3.739584096291079E+004	9.9351175E-002
3.739645096291194E+004	8.9117087E-002
3.739672936291248E+004	9.9523015E-002
3.739759416291403E+004	8.9059807E-002
3.739772416291432E+004	9.9484824E-002
3.739793496291467E+004	1.0962344E-001
3.739812896291513E+004	9.9542104E-002
3.739851156291574E+004	8.8181511E-002
3.739895256291656E+004	9.8759279E-002
3.739963676291783E+004	8.8677935E-002
3.739988676291829E+004	9.9083863E-002
3.740076716291998E+004	8.9021623E-002
3.740093696292036E+004	9.9064767E-002
3.740212836292258E+004	1.0908882E-001
3.740218836292269E+004	9.6448965E-002
3.740268956292351E+004	1.0656849E-001
3.740278636292368E+004	9.1427393E-002
3.740321056292451E+004	1.0148963E-001
3.740385516292579E+004	8.9823544E-002
3.740417236292639E+004	1.0000035E-001
3.740488676292761E+004	1.1061630E-001
3.740492396292766E+004	9.6410781E-002
3.740505276292795E+004	8.5909389E-002
3.740530356292846E+004	9.6200757E-002
3.740597216292971E+004	1.0693127E-001
3.740599276292970E+004	9.5742509E-002
3.740706476293167E+004	8.5374773E-002
3.740729616293218E+004	9.6391685E-002
3.740813676293366E+004	8.6329445E-002
3.740842676293419E+004	9.6391685E-002
3.740895936293516E+004	1.0674033E-001
3.740919896293571E+004	9.6544437E-002
3.740919936293570E+004	8.4897436E-002
3.740946976293612E+004	9.5093332E-002
3.740983136293688E+004	1.0616753E-001
3.741026796293759E+004	9.4119571E-002
3.741081056293868E+004	1.0485008E-001
3.741133676293964E+004	9.1140993E-002
3.741178436294047E+004	1.0133689E-001
3.741240576294169E+004	8.9097992E-002
3.741269536294226E+004	9.9484824E-002
3.741347456294368E+004	8.7665983E-002
3.741378836294427E+004	9.7919166E-002
3.741454336294561E+004	8.7341398E-002
3.741477196294605E+004	9.7480014E-002
3.741534276294708E+004	1.0765682E-001
3.741561216294765E+004	9.1618329E-002
3.741592236294827E+004	1.0179513E-001
3.741668096294964E+004	8.8620655E-002
3.741683456294984E+004	9.8759279E-002
3.741779736295177E+004	8.7952390E-002
3.741790576295194E+004	9.8091006E-002
3.741824276295252E+004	1.0864968E-001
3.741856996295322E+004	9.8434687E-002
