7Li jana cell
1, -10515, 62746.4245, 537.743900
2, -10711, 62735.0160, 537.646128
3, -10793, 62723.6076, 537.548357
4, -10778, 62712.1991, 537.450585
5, -10814, 62700.7907, 537.352813
6, -11010, 62689.3823, 537.255042
7, -11300, 62677.9738, 537.157270
8, -11511, 62666.5654, 537.059499
9, -11550, 62655.1569, 536.961727
10, -11468, 62643.7485, 536.863955
11, -11327, 62632.3401, 536.766184
12, -11082, 62620.9316, 536.668412
13, -10686, 62609.5232, 536.570640
14, -10242, 62598.1147, 536.472869
15, -9938, 62586.7063, 536.375097
16, -9824, 62575.2979, 536.277326
17, -9763, 62563.8894, 536.179554
18, -9619, 62552.4810, 536.081782
19, -9430, 62541.0725, 535.984011
20, -9318, 62529.6641, 535.886239
21, -9309, 62518.2557, 535.788468
22, -9327, 62506.8472, 535.690696
23, -9346, 62495.4388, 535.592924
24, -9436, 62484.0303, 535.495153
25, -9637, 62472.6219, 535.397381
26, -9865, 62461.2135, 535.299609
27, -10002, 62449.8050, 535.201838
28, -10026, 62438.3966, 535.104066
29, -10026, 62426.9881, 535.006295
30, -10098, 62415.5797, 534.908523
31, -10264, 62404.1713, 534.810751
32, -10465, 62392.7628, 534.712980
33, -10614, 62381.3544, 534.615208
34, -10660, 62369.9459, 534.517437
35, -10618, 62358.5375, 534.419665
36, -10521, 62347.1291, 534.321893
37, -10361, 62335.7206, 534.224122
38, -10138, 62324.3122, 534.126350
39, -9947, 62312.9037, 534.028578
40, -9919, 62301.4953, 533.930807
41, -10035, 62290.0868, 533.833035
42, -10096, 62278.6784, 533.735264
43, -9953, 62267.2700, 533.637492
44, -9724, 62255.8615, 533.539720
45, -9654, 62244.4531, 533.441949
46, -9810, 62233.0446, 533.344177
47, -10041, 62221.6362, 533.246405
48, -10212, 62210.2278, 533.148634
49, -10332, 62198.8193, 533.050862
50, -10419, 62187.4109, 532.953091
51, -10411, 62176.0024, 532.855319
52, -10291, 62164.5940, 532.757547
53, -10179, 62153.1856, 532.659776
54, -10164, 62141.7771, 532.562004
55, -10147, 62130.3687, 532.464233
56, -9990, 62118.9602, 532.366461
57, -9740, 62107.5518, 532.268689
58, -9562, 62096.1434, 532.170918
59, -9479, 62084.7349, 532.073146
60, -9352, 62073.3265, 531.975374
61, -9116, 62061.9180, 531.877603
62, -8881, 62050.5096, 531.779831
63, -8751, 62039.1012, 531.682060
64, -8689, 62027.6927, 531.584288
65, -8634, 62016.2843, 531.486516
66, -8620, 62004.8758, 531.388745
67, -8701, 61993.4674, 531.290973
68, -8847, 61982.0590, 531.193202
69, -9009, 61970.6505, 531.095430
70, -9211, 61959.2421, 530.997658
71, -9472, 61947.8336, 530.899887
72, -9706, 61936.4252, 530.802115
73, -9807, 61925.0167, 530.704343
74, -9770, 61913.6083, 530.606572
75, -9639, 61902.1999, 530.508800
76, -9399, 61890.7914, 530.411029
77, -9060, 61879.3830, 530.313257
78, -8790, 61867.9745, 530.215485
79, -8788, 61856.5661, 530.117714
80, -9014, 61845.1577, 530.019942
81, -9208, 61833.7492, 529.922171
82, -9240, 61822.3408, 529.824399
83, -9277, 61810.9323, 529.726627
84, -9520, 61799.5239, 529.628856
85, -9882, 61788.1155, 529.531084
86, -10069, 61776.7070, 529.433312
87, -9914, 61765.2986, 529.335541
88, -9526, 61753.8901, 529.237769
89, -9117, 61742.4817, 529.139998
90, -8791, 61731.0733, 529.042226
91, -8530, 61719.6648, 528.944454
92, -8289, 61708.2564, 528.846683
93, -8068, 61696.8479, 528.748911
94, -7915, 61685.4395, 528.651140
95, -7872, 61674.0311, 528.553368
96, -7915, 61662.6226, 528.455596
97, -7965, 61651.2142, 528.357825
98, -7966, 61639.8057, 528.260053
99, -7933, 61628.3973, 528.162281
100, -7916, 61616.9889, 528.064510
101, -7925, 61605.5804, 527.966738
102, -7942, 61594.1720, 527.868967
103, -7948, 61582.7635, 527.771195
104, -7921, 61571.3551, 527.673423
105, -7832, 61559.9467, 527.575652
106, -7703, 61548.5382, 527.477880
107, -7657, 61537.1298, 527.380109
108, -7810, 61525.7213, 527.282337
109, -8120, 61514.3129, 527.184565
110, -8406, 61502.9044, 527.086794
111, -8511, 61491.4960, 526.989022
112, -8413, 61480.0876, 526.891250
113, -8175, 61468.6791, 526.793479
114, -7867, 61457.2707, 526.695707
115, -7582, 61445.8622, 526.597936
116, -7444, 61434.4538, 526.500164
117, -7521, 61423.0454, 526.402392
118, -7747, 61411.6369, 526.304621
119, -7978, 61400.2285, 526.206849
120, -8114, 61388.8200, 526.109078
121, -8146, 61377.4116, 526.011306
122, -8104, 61366.0032, 525.913534
123, -8005, 61354.5947, 525.815763
124, -7872, 61343.1863, 525.717991
125, -7760, 61331.7778, 525.620219
126, -7739, 61320.3694, 525.522448
127, -7844, 61308.9610, 525.424676
128, -8036, 61297.5525, 525.326905
129, -8220, 61286.1441, 525.229133
130, -8333, 61274.7356, 525.131361
131, -8416, 61263.3272, 525.033590
132, -8570, 61251.9188, 524.935818
133, -8823, 61240.5103, 524.838046
134, -9058, 61229.1019, 524.740275
135, -9126, 61217.6934, 524.642503
136, -8971, 61206.2850, 524.544732
137, -8648, 61194.8766, 524.446960
138, -8229, 61183.4681, 524.349188
139, -7790, 61172.0597, 524.251417
140, -7462, 61160.6512, 524.153645
141, -7383, 61149.2428, 524.055874
142, -7544, 61137.8343, 523.958102
143, -7735, 61126.4259, 523.860330
144, -7738, 61115.0175, 523.762559
145, -7555, 61103.6090, 523.664787
146, -7410, 61092.2006, 523.567015
147, -7484, 61080.7921, 523.469244
148, -7715, 61069.3837, 523.371472
149, -7871, 61057.9753, 523.273701
150, -7774, 61046.5668, 523.175929
151, -7429, 61035.1584, 523.078157
152, -7002, 61023.7499, 522.980386
153, -6740, 61012.3415, 522.882614
154, -6863, 61000.9331, 522.784843
155, -7394, 60989.5246, 522.687071
156, -8034, 60978.1162, 522.589299
157, -8322, 60966.7077, 522.491528
158, -8051, 60955.2993, 522.393756
159, -7486, 60943.8909, 522.295984
160, -7084, 60932.4824, 522.198213
161, -6996, 60921.0740, 522.100441
162, -6979, 60909.6655, 522.002670
163, -6797, 60898.2571, 521.904898
164, -6554, 60886.8487, 521.807126
165, -6522, 60875.4402, 521.709355
166, -6761, 60864.0318, 521.611583
167, -7052, 60852.6233, 521.513812
168, -7177, 60841.2149, 521.416040
169, -7098, 60829.8065, 521.318268
170, -6884, 60818.3980, 521.220497
171, -6588, 60806.9896, 521.122725
172, -6275, 60795.5811, 521.024953
173, -6048, 60784.1727, 520.927182
174, -5978, 60772.7642, 520.829410
175, -6055, 60761.3558, 520.731639
176, -6236, 60749.9474, 520.633867
177, -6473, 60738.5389, 520.536095
178, -6682, 60727.1305, 520.438324
179, -6785, 60715.7220, 520.340552
180, -6841, 60704.3136, 520.242781
181, -7016, 60692.9052, 520.145009
182, -7328, 60681.4967, 520.047237
183, -7510, 60670.0883, 519.949466
184, -7306, 60658.6798, 519.851694
185, -6845, 60647.2714, 519.753922
