time	intensity	norm_intensity	experiment	compound	nucleus	type	insituCu	cellsetup	Cutreatment	peak
14344.194999933243	2577835.115042383	0.09522345926634307	48	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
14636.921999931335	2567918.717603172	0.09485715435331296	49	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
14924.408999919891	2681346.500551415	0.09904709877846912	50	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
15214.644999980927	2632277.1028069337	0.09723450891572734	51	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
15504.992000102997	2845988.300081636	0.10512885381377736	52	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
15794.957999944687	2756393.4506868287	0.10181928159093163	53	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
16085.164999961853	2900192.824755163	0.107131131739616	54	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
16375.141999959946	2998223.95871813	0.11075233452224724	55	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
16665.197999954224	2997406.2436157954	0.11072212868779172	56	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
16957.924999952316	2995067.25786085	0.11063572815989879	57	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
17245.381999969482	3161821.0736072226	0.11679549962416907	58	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
17535.598999977112	3045204.120608076	0.1124877494469446	59	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
18200.050999879837	3318127.1663679616	0.12256933937452051	60	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
18674.795000076294	3500874.523673277	0.129319901283174	61	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
19163.180000066757	3519756.820161438	0.13001740035128873	62	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
19453.7460000515	3566370.779133042	0.13173928799160917	63	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
19744.12299990654	3636081.6662448677	0.13431436029960062	64	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
20036.710000038147	3650770.6210736446	0.13485696020587126	65	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
20324.585999965668	3933588.527152303	0.1453040594800352	66	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
20614.683000087738	3851515.9144781865	0.14227235351705408	67	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
20904.930000066757	3904324.602896496	0.14422307020997463	68	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
21194.897000074387	3999247.9195303866	0.1477294723542269	69	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
21484.84299993515	3904949.7075408255	0.1442461611463534	70	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
21774.93899989128	4048372.404722627	0.1495440971094671	71	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
22064.84599995613	4101545.2847102964	0.1515082667889141	72	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
22355.072999954224	4173637.1501926393	0.1541712908031865	73	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
22645.319999933243	4218222.912670915	0.15581825825755727	74	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
22935.446000099182	4223158.519442326	0.15600057618301716	75	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
23225.923000097275	4299488.522536426	0.15882015409085837	76	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
23516.039000034332	4408356.182386082	0.16284165069963016	77	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
23806.305999994278	4464796.88708466	0.16492653158028356	78	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
24096.674999952316	4566043.941804724	0.16866652826770345	79	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
24444.668999910355	4586410.596648392	0.1694188585143437	80	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
24735.15599989891	4534136.042531727	0.16748787237580137	81	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
25025.47199988365	4635212.602121008	0.17122157109014824	82	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
25315.259000062943	4663608.270848194	0.1722704875971062	83	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
25605.40599989891	4621000.774135882	0.17069659592189756	84	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
25895.78200006485	4785282.532898485	0.17676505129844583	85	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
26186.458999872208	4758263.763762874	0.17576699651705255	86	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
26476.415999889374	4808734.750136013	0.17763136010143787	87	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
26767.023000001907	4849956.062154858	0.17915404706579294	88	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
27057.58899998665	5019191.926808595	0.18540550371258255	89	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
27348.03600001335	4962765.201064411	0.18332113920490686	90	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
27638.50200009346	5050758.37943566	0.1865715467998135	91	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
27928.708999872208	4958568.316354827	0.18316610916522102	92	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
28219.06599998474	5210213.508454369	0.19246170978747723	93	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
28509.31200003624	5158391.415430245	0.19054743725104378	94	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
28799.198999881744	5252551.5337785175	0.19402564737462005	95	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
29089.476000070572	5176789.826321272	0.19122706191742528	96	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
29379.792000055313	5359871.825946185	0.19798998528360687	97	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
29669.77900004387	5304293.289320763	0.19593695229963076	98	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
29960.265000104904	5432700.00090057	0.20068020806424308	99	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
30250.25300002098	5486657.555154945	0.20267336307236253	100	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
30540.828999996185	5509818.359183585	0.20352890727149597	101	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
30846.174999952316	5591632.647696901	0.20655107091733665	102	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
31137.111999988556	5511795.675537312	0.20360194798002196	103	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
31427.208999872208	5701291.037720604	0.21060177655584028	104	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
31717.664999961853	5674535.771425433	0.20961345538845777	105	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
32007.75200009346	5742814.549957859	0.21213562658877955	106	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
32297.977999925613	5683479.4552826425	0.2099438289296119	107	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
32587.944999933243	5757655.512630761	0.212683841560447	108	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
32878.28200006485	5855039.31923083	0.21628113251473316	109	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
33168.37800002098	5964237.808966763	0.2203148497523637	110	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
33458.984999895096	5919029.907045144	0.21864490089410268	111	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
33748.97199988365	6030032.874304482	0.22274527429253435	112	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
34039.55800008774	5957999.350514655	0.2200844053803274	113	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
34329.644000053406	6076967.290615433	0.2244789994069515	114	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
34619.6210000515	6137078.322335263	0.22669945964780636	115	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
34909.71799993515	6287183.212499518	0.23224423123184923	116	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
35199.93499994278	6404471.367808836	0.23657677516157907	117	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
35489.891000032425	6361627.246725991	0.2349941427445839	118	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
35779.99699997902	6512033.269300407	0.2405500379531074	119	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
36069.97399997711	6482627.560821472	0.23946381127119032	120	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
36359.950999975204	6661904.595242442	0.24608618183514133	121	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
36651.858000040054	6649295.876398867	0.24562042441792106	122	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
36940.53399991989	6619726.62891747	0.2445281567175352	123	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
37230.510999917984	6756585.033904162	0.2495836122338562	124	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
37520.47699999809	6642189.734533247	0.24535792841632142	125	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
37811.114000082016	6713108.218859039	0.24797760853628786	126	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
38101.34100008011	6833469.225603585	0.2524236614882847	127	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
38391.367000103	6751402.960257034	0.24939218999122592	128	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
38681.24399995804	6867405.907460859	0.2536772592159337	129	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
38971.980999946594	6968664.383436113	0.25741767779667873	130	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
39261.867000103	6888581.3905946035	0.2544594670242861	131	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
39552.47300004959	7044201.61514918	0.2602079712740036	132	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
39842.71000003815	7076106.30213706	0.2613865085062989	133	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
40132.68700003624	7095067.738137109	0.2620869309336473	134	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
40422.66299986839	7260094.02003251	0.26818288848354843	135	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
40712.65000009537	7310652.441063822	0.270050481844176	136	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
41002.957000017166	7413790.866735895	0.27386034447599056	137	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
41300.09599995613	7351910.8982301345	0.27157454092477545	138	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
41592.80999994278	7339643.637865807	0.2711213967493409	139	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
41880.78600001335	7695496.992625791	0.28426637535330473	140	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
42170.89299988747	7641713.692928109	0.2822796571888703	141	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
42460.88100004196	7808166.048485922	0.28842829292075095	142	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
42751.105999946594	7722640.703282658	0.28526904538871123	143	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
43041.233000040054	7827001.316336659	0.289124054783288	144	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
43331.59899997711	7788487.771514788	0.28770139088009744	145	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
43622.02600002289	8006216.565374099	0.2957441430375919	146	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
43912.00300002098	7989953.111359179	0.29514338221240066	147	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
44202.50900006294	8091925.639147375	0.29891017737686393	148	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
44492.66499996185	8220492.13669322	0.30365933552535623	149	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
44783.29200005531	8119077.154255627	0.2999131357033462	150	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
45073.30900001526	8246891.695300309	0.3046345170949619	151	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
45363.83500003815	8335771.937041831	0.30791769220172877	152	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
45653.85199999809	8406147.038829692	0.3105173001438181	153	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
45944.22799992561	8490344.643640643	0.3136275018573623	154	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
46234.515000104904	8587843.524024926	0.3172290435582303	155	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
46524.641000032425	8616722.263526022	0.318295804367911	156	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
46814.78699994087	8546425.849573348	0.3156991031004281	157	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
47104.81399989128	8685761.16355555	0.3208460539344535	158	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
47394.83999991417	8789265.252263581	0.3246694239077604	159	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
47685.230999946594	8899969.989689723	0.3287587809009116	160	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
47975.25300002098	8908978.470466793	0.3290915479957973	161	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
48265.26999998093	9036706.582422113	0.33380973675619224	162	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
48555.135999917984	8986811.556543965	0.3319666487570504	163	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
48845.572999954224	9184528.95208285	0.33927019359996213	164	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
49135.52900004387	9176704.997866245	0.33898118210295086	165	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
49425.796000003815	9368316.873480767	0.34605919323176854	166	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
49716.4319999218	9304398.774403643	0.3436981025365816	167	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
50008.20899987221	9390460.83876361	0.3468771761057707	168	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
50297.22499990463	9477607.481040513	0.3500963132385647	169	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
50587.21199989319	9450053.176280262	0.3490784761388839	170	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	1M LiTFSI TEGDME	Peak 2
