time	intensity	norm_intensity	experiment	compound	nucleus	type	insituLi	cellsetup	peak	electrolyte
105731.89199995995	22844445.974025726	0.8438581498002631	360	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
106022.1289999485	22842651.716503143	0.8437918711592756	361	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
106312.49499988556	23062857.83829117	0.8519261341095794	362	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
106602.7309999466	22946521.151828766	0.8476287367857975	363	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
106892.86800003052	23308490.246845245	0.8609996266359073	364	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
107182.92499995232	23289880.547698975	0.8603121971264429	365	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
107473.08299994469	23143476.94060135	0.854904148397664	366	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
107763.30800008774	23165410.684318542	0.8557143658313645	367	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
108053.68400001526	23224437.653827667	0.8578947815584484	368	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
108343.8109998703	23196237.928123474	0.8568531030522298	369	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
108633.91799998283	23258315.22681427	0.8591461958449977	370	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
108924.26399993896	23152062.704589844	0.85522130062460755	371	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
109214.47099995613	23300998.355949402	0.8607228813299779	372	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
109504.44799995422	23305865.573509216	0.8609026730049159	373	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
109794.65400004387	23585854.144947052	0.871245258600005	374	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
110084.82100009918	23221363.031902313	0.8577812071354919	375	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
110375.1970000267	23326454.12304306	0.8616631998890633	376	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
110665.54800009727	23576744.911575317	0.8709087697734468	377	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
110955.43099999428	23595333.642189026	0.871595424719715	378	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
111245.8069999218	23463692.085430145	0.8667326759951592	379	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
111535.79399991035	23563100.739414215	0.8704047634215959	380	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
111825.8299999237	23626115.18113327	0.8727324736344064	381	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
112115.96600008011	23399847.16891861	0.8643742886136997	382	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
112406.23300004005	23493787.65578842	0.8678443857012557	383	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
112696.6289999485	23643078.60573578	0.8733590908925192	384	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
112989.2460000515	23415365.38330078	0.8649475207985219	385	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
113277.23300004005	23569745.00560379	0.8706501980528358	386	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
113567.23900008202	23775439.03007126	0.8782483940917962	387	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
113857.34599995613	23852680.85641098	0.8811016541242935	388	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
114147.41199994087	23432808.962791443	0.8655918746485395	389	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
114437.65899991989	23881098.27228546	0.8821513739559415	390	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
114727.53500008583	23548752.513031006	0.8698747497901681	391	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
115018.04200005531	23640160.514022827	0.8732512985881385	392	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
115307.93799996376	23849875.00798416	0.880998008009839	393	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
115598.30500006676	23686644.855895996	0.874968398261835	394	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
115888.63100004196	23735703.475715637	0.8767805899954331	395	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
116179.01799988747	23911051.14747238	0.8832578126003792	396	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
116469.13400006294	23709733.867954254	0.8758212905148732	397	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
116759.76099991798	23789624.718082428	0.8787724036673561	398	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
117050.12700009346	23786116.915802002	0.8786428278594949	399	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
117340.61299991608	24084528.059547424	0.8896659306271046	400	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
117676.59200000763	23920172.85076523	0.8835947620572616	401	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
117921.31599998474	24021461.06726837	0.8873362792326878	402	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
118211.60299992561	24195429.13402176	0.8937625401760155	403	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
118501.96900010109	24193388.83277893	0.8936871728489302	404	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
118792.19499993324	23759396.76516342	0.8776558038403572	405	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
119082.3220000267	24004390.533966064	0.8867057054527429	406	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
119374.4279999733	23726125.523849487	0.8764267870295027	407	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
119663.06500005722	24095421.53201294	0.8900683280207687	408	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
119953.18099999428	23856642.321983337	0.8812479879426837	409	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
120243.57800006866	23949686.191001892	0.8846849645824117	410	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
120533.73399996758	24198885.1158638	0.8938902017724615	411	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
120823.74000000954	24267636.599941254	0.8964298343910677	412	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
121113.73699998856	24274907.53504944	0.8966984177419043	413	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
121404.11299991608	24158243.314678192	0.8923889215404072	414	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
121694.3599998951	24239216.006004333	0.8953799971639752	415	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
121984.70600008965	24373427.004405975	0.900337659298694	416	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
122274.68300008774	24249786.68149185	0.8957704706588973	417	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
122564.89899992943	24293523.20280838	0.8973860677278229	418	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
122855.12599992752	24407253.588645935	0.9015871900959499	419	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
123145.30200004578	24431475.77473831	0.9024819410197968	420	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
123435.2690000534	24575694.820949554	0.9078092935693028	421	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
123725.24499988556	24314995.02344513	0.8981792220400777	422	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
124015.59200000763	24330193.377990723	0.8987406388221453	423	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
124305.79800009727	24481412.627090454	0.9043265740601709	424	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
124595.90400004387	24113229.557533264	0.8907261442569018	425	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
124885.91100001335	24553834.947452545	0.9070018048508184	426	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
125176.12700009346	24568702.734157562	0.9075510106838154	427	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
125466.32399988174	24471202.63206482	0.9039494238538758	428	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
125756.32100009918	24695459.136447906	0.91223330515634	429	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
126046.48699998856	24314153.99478531	0.8981481550188152	430	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
126336.85400009155	24481726.718524933	0.9043381763821124	431	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
126627.09999990463	24781016.193782806	0.9153937241127496	432	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
126917.04699993134	24431896.243930817	0.9024974728630833	433	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
127207.31299996376	24408957.454978943	0.9016501297484552	434	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
127497.49000000954	24526501.966911316	0.905992143315832	435	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
127792.50699996948	24741800.19593048	0.9139451120769023	436	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
128084.06299996376	24535425.923843384	0.9063217881579154	437	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
128374.22000002861	24826411.116329193	0.9170705813844853	438	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
128664.20600008965	24966940.994617462	0.9222616586038159	439	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
128954.42300009727	24845541.89281082	0.9177772591329579	440	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
129244.64899992943	24958971.48622513	0.9219672704354874	441	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
129534.84599995613	24538943.45376587	0.9064517232981956	442	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
129824.81200003624	25014033.083782196	0.9240012080451973	443	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
130114.78900003433	24951639.299930573	0.9216964245078799	444	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
130404.85500001907	25024424.009750366	0.9243850417162865	445	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
130695.0609998703	25081307.68196869	0.9264862855129878	446	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
130985.2879998684	25046157.518024445	0.9251878625901955	447	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
131275.625	25226910.050945282	0.9318647370556877	448	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
131566.08100008965	25066000.558712006	0.9259208508894108	449	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
131856.16799998283	25073741.674358368	0.9262068023865123	450	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
132146.37400007248	25149120.80538559	0.9289912557330504	451	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
132436.5910000801	25159057.8728714	0.9293583241834102	452	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
132727.1670000553	25095923.12033081	0.9270261697714549	453	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
133020.12299990654	25230249.538158417	0.9319880954205244	454	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
133307.58999991417	25413730.345550537	0.9387657504718143	455	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
133598.00600004196	25264930.258953094	0.9332691774356808	456	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
133887.9730000496	25328785.48439789	0.9356279456220571	457	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
134178.42899990082	25283421.362602234	0.9339522261089063	458	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
134468.50600004196	25370093.850471497	0.9371538483034257	459	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
134758.8519999981	25340402.61133957	0.936057074315226	460	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
135048.93899989128	25415542.150604248	0.938832677306554	461	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
135339.6549999714	25316181.16007614	0.9351623505354559	462	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
135629.86100006104	25426059.0051651	0.9392211626933973	463	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
135920.58800005913	25486632.137958527	0.9414586926306425	464	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
136210.62400007248	25581891.75860977	0.9449775176143972	465	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
136500.61100006104	25555479.881076813	0.9440018809921278	466	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
136790.5869998932	25410575.844470978	0.9386492253677445	467	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
137080.69400000572	25595658.585220337	0.9454860547373996	468	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
137370.70000004768	25682527.69205475	0.9486949399014974	469	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
137660.75699996948	25602583.310546875	0.945741849336602	470	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
137950.93300008774	25689120.47903824	0.948938472926209	471	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
138241.5799999237	25655014.12059784	0.9476786074620754	472	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
138531.51600003242	25704540.528186798	0.9495080789546997	473	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
138822.17199993134	25803699.670913696	0.9531709496066052	474	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
139112.3489999771	25800291.89156723	0.953045068577251	475	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
139479.58500003815	25863455.336200714	0.9553782828554185	476	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
139693.05200004578	25640425.326953888	0.9471397074412039	477	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
139984.9279999733	25902926.032318115	0.9568363032703076	478	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
140273.125	25885931.759300232	0.9562085464929106	479	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
140563.2309999466	25841941.280303955	0.9545835684016567	480	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
140853.3069999218	25795824.6100502	0.9528800502651464	481	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
141143.26399993896	25943608.215782166	0.9583390751960019	482	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
141433.47099995613	25892874.52368164	0.9564650074424148	483	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
141723.4470000267	25689853.377197266	0.9489655456810122	484	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
142013.7730000019	25938529.613693237	0.9581514751216903	485	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
142306.7200000286	25574874.887145996	0.9447183192001507	486	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
142594.44600009918	26035625.187294006	0.9617381189468766	487	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
142884.65299987793	25962393.1767807	0.9590329787579581	488	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
143175.5989999771	25881287.90270996	0.956037005618833	489	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
143465.83500003815	25801194.770942688	0.9530784203214838	490	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
143756.3329999447	25945842.54017639	0.958421609605088	491	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
144046.43799996376	25890392.399131775	0.9563733194657134	492	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
144336.9049999714	25894145.85092163	0.9565119693977955	493	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
144626.86299991608	26143867.06893921	0.965736499738421	494	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
144916.85800004005	25985458.57672119	0.9598849987955776	495	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
145207.3940000534	26038362.601371765	0.9618392371434623	496	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
145497.68099999428	26202029.10849762	0.967884965546967	497	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
145787.6559998989	26212483.87653351	0.9682711575002053	498	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
146077.5529999733	26107661.068252563	0.9643990749312781	499	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
146368.01999998093	26120745.795639038	0.9648824157772563	500	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
146658.45600008965	26159654.44907379	0.9663196747213342	501	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
146948.67199993134	26094278.18863678	0.9639047205466537	502	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
147238.7690000534	26205074.50001526	0.9679974602187316	503	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
147529.47499990463	26308604.81274414	0.9718217988893639	504	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
147819.82500004768	26315867.628578186	0.9720900823197883	505	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
148110.007999897	26232940.679275513	0.9690268177483166	506	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
148400.23399996758	26179234.635780334	0.9670429533749603	507	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
148690.45000004768	26288751.94290161	0.9710884475079126	508	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
148980.40700006485	26375612.931915283	0.9742970328052859	509	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
149270.6029999256	26471953.070503235	0.9778557713797633	510	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
149560.82899999619	26316344.953849792	0.9721077143876008	511	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
149851.16599988937	26405608.140670776	0.9754050352226814	512	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
150141.13199996948	26333675.16985321	0.9727478806682324	513	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
150431.46799993515	26198540.47202301	0.9677560977108138	514	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
150721.31500005722	26423903.701446533	0.9760808606764194	515	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
151011.79399991035	26295348.939826965	0.9713321360449861	516	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
151301.69799995422	26582004.31539154	0.9819209888072401	517	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
151592.19400000572	26479807.363586426	0.9781459035736763	518	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
151882.18099999428	26445918.890914917	0.97689408666025	519	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
152172.31699991226	26519052.40270996	0.9795955883741428	520	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
152556.742000103	26565372.38824463	0.9813066168375384	521	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
152752.94000005722	26417799.52812195	0.9758553767047967	522	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
153043.0260000229	26637025.001693726	0.9839534151832832	523	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
153332.87299990654	26595043.09238434	0.9824026322772245	524	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
153625.55900001526	26569062.48348999	0.9814429264223661	525	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
153912.9660000801	26717441.71170044	0.9869239532386358	526	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
154202.91199994087	26515431.134147644	0.979461821199732	527	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
154493.1289999485	26610249.51284027	0.982964347008482	528	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
154796.82500004768	26773324.254692078	0.9889882160090561	529	Li metal	7Li	metal	LiLiTEGDMEinsitu_02	Li-Li	Total intensity	1M LiTFSI TEGDME
